La	O
Perse	B-LOC
enfin	O
triomphe	O
;	O
	
et	O
des	O
Grecs	O
ennemis	O
,	O
Ce	O
qui	O
restait	O
à	O
vaincre	O
,	O
est	O
défait	O
,	O
ou	O
soumis	O
.	O
	
Aux	O
Victoires	O
du	O
Roi	O
j'	O
ajoute	O
une	O
Victoire	O
,	O
Et	O
je	O
me	O
flatte	O
encor	O
d'	O
une	O
nouvelle	O
gloire	O
.	O
	
Voici	O
ce	O
jour	O
pompeux	O
si	O
longtemps	O
souhaité	O
,	O
Où	O
pour	O
rendre	O
à	O
l'	O
État	O
plus	O
de	O
tranquillité	O
,	O
Mon	O
père	O
va	O
nommer	O
l'	O
héritier	O
de	O
l'	O
Empire	O
.	O
	
En	O
attendant	O
ce	O
choix	O
,	O
Babylone	B-LOC
soupire	O
,	O
Trop	O
lasse	O
d'	O
essuyer	O
les	O
complots	O
différents	O
De	O
ceux	O
qu'	O
un	O
même	O
sang	O
a	O
fait	O
mes	O
concurrents	O
.	O
	
Artaxerce	O
à	O
ses	O
fils	O
équitable	O
et	O
fidèle	O
,	O
Leur	O
voulant	O
pour	O
la	O
gloire	O
inspirer	O
plus	O
de	O
zèle	O
,	O
Sans	O
distinguer	O
l'	O
Aîné	O
du	O
reste	O
de	O
son	O
sang	O
,	O
Veut	O
que	O
le	O
seul	O
mérite	O
hérite	O
de	O
son	O
rang	O
.	O
	
Je	O
n'	O
en	O
murmure	O
point	O
;	O
	
le	O
roi	O
doit	O
son	O
suffrage	O
Plutôt	O
à	O
la	O
vertu	O
,	O
qu'	O
à	O
la	O
faveur	O
de	O
l'	O
âge	O
.	O
	
Oui	O
,	O
Seigneur	O
.	O
	
Mais	O
je	O
vois	O
qu'	O
entre	O
ses	O
fils	O
jaloux	O
Le	O
roi	O
ne	O
distinguant	O
qu'	O
Ariarathe	O
et	O
vous	O
,	O
Seuls	O
dignes	O
de	O
l'	O
honneur	O
de	O
cette	O
concurrence	O
,	O
Il	O
vous	O
est	O
bien	O
aisé	O
d'	O
emporter	O
la	O
balance	O
.	O
	
Le	O
roi	O
doit	O
couronner	O
votre	O
âge	O
et	O
vos	O
exploits	O
,	O
Même	O
il	O
semble	O
,	O
Seigneur	O
,	O
qu'	O
en	O
attendant	O
son	O
choix	O
,	O
Vous	O
fustes	O
par	O
avance	O
au	O
milieu	O
de	O
l'	O
Armée	O
Nommé	O
par	O
la	O
Victoire	O
et	O
par	O
la	O
Renommée	O
.	O
	
Tout	O
se	O
tait	O
devant	O
vous	O
,	O
ou	O
tout	O
parle	O
pour	O
vous	O
.	O
	
Vous	O
n'	O
avez	O
qu'	O
à	O
gagner	O
un	O
favori	O
jaloux	O
Qui	O
veut	O
faire	O
passer	O
le	O
sceptre	O
en	O
sa	O
famille	O
.	O
	
Il	O
prétend	O
l'	O
obtenir	O
pour	O
l'	O
époux	O
de	O
sa	O
fille	O
.	O
	
C'	O
est	O
de	O
tous	O
les	O
Mortels	O
le	O
plus	O
impérieux	O
,	O
Il	O
est	O
vindicatif	O
,	O
ardent	O
,	O
ambitieux	O
.	O
	
On	O
l'	O
a	O
vu	O
quelquefois	O
plein	O
d'	O
une	O
indigne	O
audace	O
Près	O
du	O
Roi	O
hautement	O
à	O
nos	O
yeux	O
prendre	O
place	O
,	O
Et	O
porter	O
en	O
public	O
,	O
en	O
dépit	O
de	O
nos	O
lois	O
,	O
Les	O
mêmes	O
ornements	O
qui	O
distinguent	O
nos	O
rois	O
.	O
	
Mais	O
si	O
d'	O
un	O
feu	O
caché	O
j'	O
avais	O
l'	O
âme	O
enflammée	O
...	O
Quel	O
amour	O
!	O
	
En	O
partant	O
pour	O
commander	O
l'	O
Armée	O
,	O
Je	O
brûlais	O
en	O
secret	O
et	O
cet	O
embrasement	O
Qu'	O
irritaient	O
mon	O
silence	O
et	O
mon	O
éloignement	O
,	O
Semble	O
encor	O
s'	O
augmenter	O
,	O
revoyant	O
ce	O
que	O
j'	O
aime	O
.	O
	
J'	O
aime	O
Aspasie	O
.	O
	
Ô	O
Dieux	O
.	O
	
Aspasie	O
!	O
	
Elle-même	O
.	O
	
Étrangère	O
,	O
et	O
d'	O
un	O
sang	O
trop	O
indigne	O
de	O
vous	O
...	O
Il	O
n'	O
est	O
rien	O
de	O
si	O
grand	O
,	O
de	O
si	O
beau	O
parmi	O
nous	O
;	O
	
Et	O
mon	O
amour	O
est	O
tel	O
,	O
qu'	O
au	O
milieu	O
des	O
alarmes	O
,	O
Tout	O
plein	O
de	O
la	O
beauté	O
dont	O
j'	O
adore	O
les	O
charmes	O
,	O
L'	O
ardeur	O
de	O
la	O
revoir	O
,	O
qui	O
croissait	O
tous	O
les	O
jours	O
,	O
Donnait	O
à	O
mes	O
exploits	O
un	O
plus	O
rapide	O
cours	O
,	O
Et	O
m'	O
inspirait	O
sans	O
cesse	O
une	O
force	O
nouvelle	O
,	O
Pour	O
hâter	O
mon	O
triomphe	O
,	O
et	O
me	O
rapprocher	O
d'	O
elle	O
.	O
	
Mais	O
quel	O
est	O
votre	O
espoir	O
?	O
	
Vous	O
savez	O
que	O
le	O
Roi	O
Est	O
maître	O
souverain	O
de	O
vous	O
,	O
de	O
votre	O
foi	O
.	O
	
Avez-vous	O
oublié	O
la	O
disgrâce	O
d'	O
Arsame	O
?	O
	
Aspasie	O
autrefois	O
refusée	O
à	O
sa	O
flamme	O
...	O
Ce	O
malheureux	O
amant	O
dans	O
nos	O
derniers	O
combats	O
Blessé	O
mortellement	O
,	O
et	O
tombant	O
dans	O
mes	O
bras	O
;	O
	
Darius	O
,	O
me	O
dit-il	O
,	O
reçois	O
avec	O
ma	O
vie	O
Ces	O
soupirs	O
que	O
je	O
donne	O
à	O
l'	O
aimable	O
Aspasie	O
.	O
	
Transporté	O
de	O
douleur	O
,	O
par	O
un	O
dernier	O
effort	O
,	O
Je	O
presse	O
ma	O
victoire	O
,	O
et	O
je	O
venge	O
sa	O
mort	O
.	O
	
Je	O
reviens	O
,	O
et	O
tout	O
plein	O
de	O
mon	O
impatience	O
,	O
Je	O
revois	O
Aspasie	O
,	O
et	O
je	O
romps	O
le	O
silence	O
.	O
	
Cet	O
aveu	O
la	O
troubla	O
,	O
mais	O
dans	O
cet	O
entretien	O
Mon	O
trouble	O
était	O
trop	O
grand	O
pour	O
bien	O
juger	O
du	O
sien	O
.	O
	
Mais	O
depuis	O
quelques	O
jours	O
une	O
froideur	O
mortelle	O
...	O
Elle	O
craint	O
votre	O
amour	O
.	O
	
Si	O
trop	O
d'	O
ardeur	O
pour	O
elle	O
Contre	O
le	O
choix	O
du	O
Roi	O
révoltait	O
votre	O
cour	O
,	O
La	O
modeste	O
Aspasie	O
en	O
mourrait	O
de	O
douleur	O
.	O
	
On	O
croit	O
qu'	O
à	O
Nitocris	O
votre	O
foi	O
destinée	O
...	O
Le	O
Roi	O
m'	O
imposerait	O
cet	O
étrange	O
hyménée	O
!	O
	
Tiribaze	O
est	O
d'	O
un	O
sang	O
noble	O
,	O
mais	O
odieux	O
,	O
Fier	O
,	O
vaillant	O
;	O
	
mais	O
sans	O
foi	O
,	O
sans	O
justice	O
,	O
sans	O
Dieux	O
.	O
	
Nitocris	O
est	O
sa	O
Fille	O
;	O
	
et	O
si	O
le	O
Roi	O
qui	O
m'	O
aime	O
,	O
Gagné	O
par	O
Tiribaze	O
,	O
et	O
s'	O
oubliant	O
lui-même	O
,	O
A	O
promis	O
un	O
hymen	O
si	O
peu	O
digne	O
de	O
moi	O
,	O
Je	O
sais	O
bien	O
le	O
moyen	O
de	O
dégager	O
sa	O
foi	O
.	O
	
Qu'	O
osez-vous	O
espérer	O
,	O
et	O
que	O
m'	O
osez-vous	O
dire	O
?	O
	
Ne	O
va-t-on	O
pas	O
nommer	O
l'	O
héritier	O
de	O
l'	O
Empire	O
?	O
	
Ignores-tu	O
nos	O
lois	O
?	O
	
Le	O
Roi	O
doit	O
accorder	O
Ce	O
que	O
son	O
successeur	O
lui	O
voudra	O
demander	O
.	O
	
Mais	O
,	O
Seigneur	O
,	O
songez-vous	O
que	O
vous	O
avez	O
un	O
frère	O
Amant	O
de	O
Nitocris	O
,	O
et	O
chéri	O
de	O
son	O
père	O
?	O
	
Vous	O
devez	O
ménager	O
,	O
implorer	O
la	O
faveur	O
D'	O
un	O
