1	Chrysalde, Vous venez, dites-vous, pour lui donner la main ?
1	Oui, je veux terminer la chose dans demain.
1	Nous sommes ici seuls ; et l'on peut, ce me semble,
1	Sans craindre d'être ouïs, y discourir ensemble.
1	Voulez-vous qu'en ami je vous ouvre mon coeur ?
1	Votre dessein pour vous me fait trembler de peur ;
1	Et de quelque façon que vous tourniez l'affaire,
1	Prendre femme, est à vous un coup bien téméraire.
1	Il est vrai, notre ami. Peut-être que chez vous
1	Vous trouvez des sujets de craindre pour chez nous ;
1	Et votre front, je crois, veut que du mariage
1	Les cornes soient partout l'infaillible apanage.
1	Ce sont coups du hasard, dont on n'est point garant ;
1	Et bien sot, ce me semble, est le soin qu'on en prend.
1	Mais quand je crains pour vous, c'est cette raillerie
1	Dont cent pauvres maris ont souffert la furie ;
1	Car enfin vous savez, qu'il n'est grands, ni petits,
1	Que de votre critique on ait vus garantis ;
1	Que vos plus grands plaisirs sont, partout où vous êtes,
1	De faire cent éclats des intrigues secrètes...
1	Fort bien : est-il au monde une autre ville aussi,
1	Où l'on ait des maris si patients qu'ici ?
1	Est-ce qu'on n'en voit pas, de toutes les espèces,
1	Qui sont accommodés chez eux de toutes pièces ?
1	L'un amasse du bien, dont sa femme fait part
1	À ceux qui prennent soin de le faire cornard.
1	L'autre un peu plus heureux, mais non pas moins infâme,
1	Voit faire tous les jours des présents à sa femme,
1	Et d'aucun soin jaloux n'a l'esprit combattu,
1	Parce qu'elle lui dit que c'est pour sa vertu.
1	L'un fait beaucoup de bruit, qui ne lui sert de guères ;
1	L'autre, en toute douceur, laisse aller les affaires,
1	Et voyant arriver chez lui le damoiseau,
1	Prend fort honnêtement ses gants et son manteau.
1	L'une de son galant, en adroite femelle,
1	Fait fausse confidence à son époux fidèle,
1	Qui dort en sûreté sur un pareil appas,
1	Et le plaint, ce galant, des soins qu'il ne perd pas ,
1	L'autre, pour se purger de sa magnificence,
1	Dit qu'elle gagne au jeu l'argent qu'elle dépense ;
1	Et le mari benêt, sans songer à quel jeu,
1	Sur les gains qu'elle fait, rend des grâces à Dieu.
1	Enfin, ce sont partout des sujets de satire,
1	Et comme spectateur ne puis-je pas en rire ?
1	Puis-je pas de nos sots...
1	Oui : mais qui rit d'autrui,
1	Doit craindre, qu'en revanche, on rie aussi de lui.
1	J'entends parler le monde ; et des gens se délassent
1	À venir débiter les choses qui se passent ;
1	Mais, quoi que l'on divulgue aux endroits où je suis,
1	Jamais on ne m'a vu triompher de ces bruits ;
1	J'y suis assez modeste ; et, bien qu'aux occurrences
1	Je puisse condamner certaines tolérances ;
1	Que mon dessein ne soit de souffrir nullement,
1	Ce que d'aucuns maris souffrent paisiblement,
1	Pourtant je n'ai jamais affecté de le dire ;
1	Car enfin il faut craindre un revers de satire,
1	Et l'on ne doit jamais jurer sur de tels cas,
1	De ce qu'on pourra faire, ou bien ne faire pas.
1	Ainsi quand à mon front, par un sort qui tout mène,
1	Il serait arrivé quelque disgrâce humaine,
1	Après mon procédé, je suis presque certain
1	Qu'on se contentera de s'en rire sous main ;
1	Et peut-être qu'encore j'aurai cet avantage,
1	Que quelques bonnes gens diront, que c'est dommage !
1	Mais de vous, cher Compère, il en est autrement ;
1	Je vous le dis encore, vous risquez diablement.
1	Comme sur les maris accusés de souffrance,
1	De tout temps votre langue a daubé d'importance,
1	Qu'on vous a vu contre eux un diable déchaîné ;
1	Vous devez marcher droit, pour n'être point berné ;
1	Et s'il faut que sur vous on ait la moindre prise,
1	Gare qu'aux carrefours on ne vous tympanise,
1	Et...
1	Mon Dieu, notre ami, ne vous tourmentez point ;
1	Bien huppé qui pourra m'attraper sur ce point.
1	Je sais les tours rusés, et les subtiles trames
1	Dont pour nous en planter savent user les femmes,
1	Et comme on est dupé par leurs dextérités,
1	Contre cet accident j'ai pris mes sûretés ;
1	Et celle que j'épouse a toute l'innocence
1	Qui peut sauver mon front de maligne influence.
1	Et que prétendez-vous qu'une sotte en un mot...
1	Épouser une sotte, est pour n'être point sot.
1	Je crois, en bon chrétien, votre moitié fort sage ;
1	Mais une femme habile est un mauvais présage,
1	Et je sais ce qu'il coûte à de certaines gens,
1	Pour avoir pris les leurs avec trop de talents.
1	Moi j'irais me charger d'une spirituelle,
1	Qui ne parlerait rien que cercle et que ruelle ?
1	Qui de prose et de vers, ferait de doux écrits,
1	Et que visiteraient Marquis et beaux Esprits,
1	Tandis que, sous le nom du mari de Madame,
1	Je serais comme un saint, que pas un ne réclame ?
1	Non, non, je ne veux point d'un esprit qui soit haut ;
1	Et femme qui compose en sait plus qu'il ne faut.
1	Je prétends que la mienne, en clartés peu sublime,
1	Même ne sache pas ce que c'est qu'une rime ;
1	Et s'il faut qu'avec elle on joue au corbillon,
1	Et qu'on vienne à lui dire à son tour, qu'y met-on ?
1	Je veux qu'elle réponde, une tarte à la crème ;
1	En un mot, qu'elle soit d'une ignorance extrême ;
1	Et c'est assez pour elle, à vous en bien parler,
1	De savoir prier Dieu, m'aimer, coudre et filer.
1	Une femme stupide est donc votre marotte ?
1	Tant, que j'aimerais mieux une laide, bien sotte
1	Qu'une femme fort belle avec beaucoup d'esprit.
1	L'esprit, et la beauté...
1	L'honnêteté suffit.
1	Mais comment voulez-vous, après tout, qu'une bête
1	Puisse jamais savoir ce que c'est qu'être honnête ?
1	Outre qu'il est assez ennuyeux, que je crois,
1	D'avoir toute sa vie une bête avec soi,
1	Pensez-vous le bien prendre, et que sur votre idée
1	La sûreté d'un front puisse être bien fondée ?
1	Une femme d'esprit peut trahir son devoir ;
1	Mais il faut pour le moins qu'elle ose le vouloir ;
1	Et la stupide au sien peut manquer d'ordinaire,
1	Sans en avoir l'envie et sans penser le faire.
1	À ce bel argument, à ce discours profond,
1	Ce que Pantagruel à Panurge répond :
1	Pressez-moi de me joindre à femme autre que sotte,
1	Prêchez, patrocinez jusqu'à la pentecôte ;
1	Vous serez ébahi, quand vous serez au bout,
1	Que vous ne m'aurez rien persuadé du tout.
1	Je ne vous dis plus mot.
1	Chacun a sa méthode.
1	En femme, comme en tout, je veux suivre ma mode ;
1	Je me vois riche assez, pour pouvoir, que je crois,
1	Choisir une moitié, qui tienne tout de moi,
1	Et de qui la soumise, et pleine dépendance
1	N'ait à me reprocher aucun bien, ni naissance.
1	Un air doux, et posé, parmi d'autres enfants,
1	M'inspira de l'amour pour elle dès quatre ans :
1	Sa mère se trouvant de pauvreté pressée,
1	De la lui demander il me vint la pensée,
1	Et la bonne paysanne, apprenant mon désir,
1	À s'ôter cette charge eut beaucoup de plaisir.
1	Dans un petit couvent, loin de toute pratique,
1	Je la fis élever selon ma politique,
1	C'est-à-dire ordonnant quels soins on emploierait,
1	Pour la rendre idiote autant qu'il se pourrait.
1	Dieu merci, le succès a suivi mon attente,
1	Et grande, je l'ai vue à tel point innocente,
1	Que j'ai béni le Ciel d'avoir trouvé mon fait,
1	Pour me faire une femme au gré de mon souhait.
1	Je l'ai donc retirée ; et comme ma demeure
1	À cent sortes de monde est ouverte à toute heure,
1	Je l'ai mise à l'écart, comme il faut tout prévoir,
1	Dans cette autre maison, où nul ne me vient voir ;
1	Et pour ne point gâter sa bonté naturelle,
1	Je n'y tiens que des gens tout aussi simples qu'elle.
1	Vous me direz pourquoi cette narration ?
1	C'est pour vous rendre instruit de ma précaution.
1	Le résultat de tout, est qu'en ami fidèle,
1	Ce soir, je vous invite à souper avec elle :
1	Je veux que vous puissiez un peu l'examiner,
1	Et voir, si de mon choix on me doit condamner.
1	J'y consens.
1	Vous pourrez, dans cette conférence,
1	Juger de sa personne, et de son innocence.
1	Pour cet article-là, ce que vous m'avez dit,
1	Ne peut...
1	La vérité passe encore mon récit.
1	Dans ses simplicités à tous coups je l'admire,
1	Et parfois elle en dit, dont je pâme de rire.
1	L'autre jour (pourrait-on se le persuader)
1	Elle était fort en peine, et me vint demander,
1	Avec une innocence à nulle autre pareille,
1	Si les enfants qu'on fait, se faisaient par l'oreille.
1	Je me réjouis fort, Seigneur Arnolphe...
1	Bon !
1	Me voulez-vous toujours appeler de ce nom ?
1	Ah ! Malgré que j'en aie, il me vient à la bouche,
1	Et jamais je ne songe à Monsieur de la Souche.
1	Qui diable vous a fait aussi vous aviser,
1	À quarante et deux ans, de vous débaptiser ?
1	Et d'un vieux tronc pourri de votre métairie,
1	Vous faire dans le monde un nom de Seigneurie ?
1	Outre que la maison par ce nom se connaît,
1	La Souche, plus qu'Arnolphe, à mes oreilles plaît.
1	Quel abus de quitter le vrai nom de ses pères
1	Pour en vouloir prendre un bâti sur des chimères ?
1	De la plupart des gens c'est la démangeaison ;
1	Et, sans vous embrasser dans la comparaison,
1	Je sais un paysan, qu'on appelait Gros-Pierre,
1	Qui n'ayant, pour tout bien qu'un seul quartier de terre,
1	Y fit tout à l'entour faire un fossé bourbeux,
1	Et de Monsieur de l'Isle en prit le nom pompeux.
1	Vous pourriez vous passer d'exemples de la sorte :
1	Mais enfin de la Souche est le nom que je porte,
1	J'y vois de la raison, j'y trouve des appas,
1	Et m'appeler de l'autre, est ne m'obliger pas.
1	Cependant la plupart ont peine à s'y soumettre,
1	Et je vois même encore des adresses de lettre...
1	Je le souffre aisément de qui n'est pas instruit ;
1	Mais vous...
1	Soit. Là-dessus nous n'aurons point de bruit,
1	Et je prendrai le soin d'accoutumer ma bouche
1	À ne plus vous nommer que Monsieur de la Souche.
1	Adieu : je frappe ici, pour donner le bonjour,
1	Et dire seulement que je suis de retour.
1	CHRYSALDE, s'en allant.
1	Ma foi je le tiens fou de toutes les manières.
1	ARNOLPHE, seul.
1	Il est un peu blessé sur certaines matières.
1	Chose étrange de voir comme avec passion
1	Un chacun est chaussé de son opinion !
1	Holà.
1	Arnolphe, Alain et Georgette dans la maison.
1	Qui heurte ?
1	Ouvrez. On aura, que je pense,
1	Grande joie à me voir après dix jours d'absence.
1	Qui va là ?
1	Moi.
1	Georgette !
1	Hé bien ?
1	Ouvre là-bas.
1	Vas-y toi.
1	Vas-y toi.
1	Ma foi je n'irai pas.
1	Je n'irai pas aussi.
1	Belle cérémonie,
1	Pour me laisser dehors. Holà ho, je vous prie.
